,symbol,min_date,max_date,missing_dates_per,latest_closing_price,growth_per_30,avg_vol_30,growth_per_7,avg_vol_7,latest_signal,latest_trend,signal_start_date,signal_duration,trend_start_date,trend_duration
165,ASAHISONG,2011-08-29,2024-10-18,5.99,451.1,-10.67,7483,-5.12,4685,Buy,-1,2023-06-05 00:00:00,501,2024-10-11 00:00:00,7
166,ASAL,2002-07-01,2024-10-18,5.11,695.65,-12.33,28914,-4.76,16234,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
167,ASALCBR,2020-02-12,2024-10-18,5.53,932.85,-6.11,59239,-1.28,46428,Buy,-1,2023-12-15 00:00:00,308,2024-10-15 00:00:00,3
168,ASHAPURMIN,1996-01-05,2024-10-18,3.89,304.8,-4.56,268730,-2.83,517177,Buy,1,2024-10-10 00:00:00,8,2024-10-17 00:00:00,1
169,ASHIANA,2011-06-29,2024-10-18,5.95,314.6,-8.12,83133,1.15,80995,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
170,ASHIMASYN,2002-07-01,2024-10-18,5.13,33.35,-6.07,138515,-1.01,76516,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
171,ASHOKA,2010-10-14,2024-10-18,5.86,247.06,0.29,2066604,-1.09,3922832,Sell,-1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
172,ASHOKAMET,2023-06-27,2024-10-18,6.14,27.17,37.59,654513,3.29,2665745,Buy,-1,2024-10-09 00:00:00,9,2024-10-15 00:00:00,3
173,ASHOKLEY,2002-07-01,2024-10-18,5.09,223.28,-7.15,11120325,-2.55,10198874,Buy,1,2024-07-25 00:00:00,85,2024-10-17 00:00:00,1
174,ASIANENE,2021-12-09,2024-10-18,5.52,357.9,-5.71,134144,-7.34,50990,Buy,-1,2024-08-09 00:00:00,70,2024-10-16 00:00:00,2
175,ASIANHOTNR,2002-07-01,2024-10-18,5.13,199.7,11.19,9245,-2.43,5330,Sell,-1,2024-10-07 00:00:00,11,2024-10-17 00:00:00,1
176,ASIANPAINT,2002-07-01,2024-10-18,5.13,2992.15,-8.09,1056547,-0.72,892595,Sell,-1,2024-10-01 00:00:00,17,2024-10-16 00:00:00,2
177,ASIANTILES,2007-08-23,2024-10-18,5.89,74.04,-14.47,1153686,-6.61,527439,Sell,-1,2024-10-04 00:00:00,14,2024-10-10 00:00:00,8
178,ASKAUTOLTD,2023-11-15,2024-10-18,7.02,420.3,-9.26,531014,3.88,300606,Buy,1,2024-10-15 00:00:00,3,2024-10-17 00:00:00,1
179,ASMS,2006-01-12,2024-10-18,5.83,22.64,2.56,951825,-6.28,680124,Buy,-1,2024-10-11 00:00:00,7,2024-10-15 00:00:00,3
180,ASPINWALL,2016-06-14,2024-10-18,5.73,282.4,-5.52,8316,-0.18,5677,Sell,1,2024-07-16 00:00:00,94,2024-10-17 00:00:00,1
181,ASTEC,2009-11-25,2024-10-18,5.8,1083.0,-13.55,47572,-1.29,20702,Buy,-1,2024-03-04 00:00:00,228,2024-10-14 00:00:00,4
182,ASTERDM,2018-02-26,2024-10-18,5.85,425.25,0.43,721730,0.4,494546,Sell,1,2024-08-09 00:00:00,70,2024-10-17 00:00:00,1
183,ASTRAL,2007-03-20,2024-10-18,5.86,1871.7,-1.84,520558,-1.61,357088,Sell,1,2024-08-09 00:00:00,70,2024-10-17 00:00:00,1
184,ASTRAMICRO,2004-11-01,2024-10-18,5.7,802.8,-11.95,353502,-6.31,124850,Sell,-1,2024-06-03 00:00:00,137,2024-10-11 00:00:00,7
185,ASTRAZEN,2002-07-01,2024-10-18,5.07,7520.3,12.45,262146,-3.59,39747,Buy,-1,2024-09-23 00:00:00,25,2024-10-16 00:00:00,2
186,ASTRON,2017-12-29,2024-10-18,5.83,21.82,-9.59,87583,-3.57,34476,Sell,1,2024-10-04 00:00:00,14,2024-10-15 00:00:00,3
187,ATALREAL,2020-11-19,2024-10-18,5.57,9.46,16.12,2627768,6.51,6212200,Sell,1,2024-08-02 00:00:00,77,2024-10-15 00:00:00,3
188,ATAM,2023-05-10,2024-10-18,5.61,150.57,-3.69,55365,-1.5,30137,Buy,1,2024-08-16 00:00:00,63,2024-10-17 00:00:00,1
189,ATFL,2002-07-01,2024-10-18,5.13,945.25,16.44,81471,1.51,241486,Buy,-1,2024-10-10 00:00:00,8,2024-10-17 00:00:00,1
190,ATGL,2018-11-05,2024-10-18,5.85,732.6,-8.16,912489,-3.58,455403,Buy,-1,2024-09-20 00:00:00,28,2024-10-16 00:00:00,2
191,ATL,2023-08-10,2024-10-18,7.19,42.17,-7.37,452823,-1.12,395839,Sell,1,2024-10-04 00:00:00,14,2024-10-14 00:00:00,4
192,ATLANTAA,2006-09-25,2024-10-18,5.88,52.83,-13.87,49982,-8.38,45520,Sell,-1,2024-10-14 00:00:00,4,2024-10-14 00:00:00,4
193,ATLASCYCLE,2002-07-01,2024-10-18,5.12,28.85,0.0,0,0.0,0,Buy,-1,2024-10-17 00:00:00,1,2021-07-09 00:00:00,1197
194,ATNINTER,2002-07-01,2024-10-18,5.08,0.2,0.0,0,0.0,0,Buy,-1,2024-10-17 00:00:00,1,2020-08-21 00:00:00,1519
195,ATUL,2002-07-01,2024-10-18,5.13,7774.5,0.27,92129,-2.71,52374,Buy,1,2024-06-19 00:00:00,121,2024-10-17 00:00:00,1
196,ATULAUTO,2013-06-26,2024-10-18,5.92,628.05,-4.91,35330,-1.7,34224,Buy,-1,2024-04-24 00:00:00,177,2024-10-16 00:00:00,2
197,AUBANK,2017-07-11,2024-10-18,5.73,683.65,-5.42,2187250,-2.11,939393,Buy,-1,2024-08-29 00:00:00,50,2024-10-16 00:00:00,2
198,AURIONPRO,2005-10-25,2024-10-18,5.85,1723.55,-4.87,105460,-0.36,51473,Buy,1,2024-07-03 00:00:00,107,2024-10-16 00:00:00,2
199,AUROPHARMA,1996-01-15,2024-10-18,3.92,1472.7,-4.95,1178858,-1.38,619527,Buy,1,2024-05-10 00:00:00,161,2024-10-17 00:00:00,1
200,AURUM,2015-08-19,2024-10-18,5.88,195.21,-11.35,49204,-2.7,34709,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
201,AUSOMENT,2002-07-18,2024-10-18,5.09,158.83,63.89,161707,-8.27,415047,Sell,-1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
202,AUTOAXLES,2002-07-01,2024-10-18,5.11,1867.15,-3.06,7144,-1.44,4343,Buy,1,2024-06-05 00:00:00,135,2024-10-17 00:00:00,1
203,AUTOBEES,2022-01-25,2024-10-18,8.79,257.23,-3.65,293815,-5.48,354310,Sell,1,2023-12-19 00:00:00,304,2024-10-17 00:00:00,1
204,AUTOIETF,2022-01-18,2024-10-18,5.88,25.75,-3.29,989569,-5.64,1122674,Sell,1,2024-10-01 00:00:00,17,2024-10-17 00:00:00,1
205,AUTOIND,2007-01-31,2024-10-18,5.84,114.05,-17.82,156658,-3.82,100535,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
206,AUTOLITIND,2008-11-10,2023-08-28,5.86,15.5,0.0,0,0.0,0,Buy,1,2023-08-25 00:00:00,3,2021-10-01 00:00:00,696
207,AVADHSUGAR,2017-08-02,2024-10-18,5.78,681.1,-4.57,222058,-8.42,75278,Sell,-1,2024-10-04 00:00:00,14,2024-10-15 00:00:00,3
208,AVALON,2023-04-18,2024-10-18,5.66,590.35,-1.29,521270,-6.72,354422,Buy,1,2024-08-19 00:00:00,60,2024-10-17 00:00:00,1
209,AVANTEL,2024-07-31,2024-10-18,4.23,175.59,0.44,1391424,-1.71,790004,Sell,-1,2024-10-07 00:00:00,11,2024-10-17 00:00:00,1
210,AVANTIFEED,2010-01-08,2024-10-18,5.76,619.85,-9.86,317078,1.36,289781,Buy,1,2024-06-05 00:00:00,135,2024-10-17 00:00:00,1
211,AVG,2018-04-25,2024-10-18,5.82,528.75,15.73,56772,0.54,63231,Buy,1,2024-10-09 00:00:00,9,2024-10-17 00:00:00,1
212,AVONMORE,2023-01-04,2024-10-18,6.14,16.59,-5.75,112495,7.43,132596,Buy,1,2024-06-07 00:00:00,133,2024-10-17 00:00:00,1
213,AVROIND,2018-08-09,2024-10-18,6.04,148.8,-9.3,23028,-4.38,10871,Buy,1,2024-08-21 00:00:00,58,2024-10-17 00:00:00,1
214,AVTNPL,2007-01-10,2024-10-18,5.87,85.11,-7.22,173414,-1.69,77542,Buy,1,2024-07-09 00:00:00,101,2024-10-17 00:00:00,1
215,AWFIS,2024-05-30,2024-10-18,3.48,752.75,3.91,243678,4.71,222684,Sell,1,2024-08-23 00:00:00,56,2024-10-17 00:00:00,1
216,AWHCL,2021-01-01,2024-10-18,5.55,808.25,10.3,241934,-0.44,264869,Sell,-1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
217,AWL,2022-02-08,2024-10-18,5.72,329.0,-8.08,1275703,-2.87,855479,Buy,1,2024-07-26 00:00:00,84,2024-10-17 00:00:00,1
218,AXISBANK,1998-11-27,2024-10-18,4.39,1196.85,-4.71,10459654,0.12,9025697,Buy,1,2024-10-17 00:00:00,1,2024-10-17 00:00:00,1
219,AXISCADES,2002-07-01,2024-10-18,5.13,520.3,-5.0,165641,-1.34,83669,Sell,-1,2024-08-02 00:00:00,77,2024-10-15 00:00:00,3
220,AXISILVER,2022-09-21,2024-10-18,5.86,93.04,5.3,97546,2.1,42571,Buy,1,2024-09-12 00:00:00,36,2024-10-17 00:00:00,1
221,AXITA,2022-06-21,2024-10-18,5.57,15.01,-8.85,9305533,-2.01,3389939,Sell,-1,2024-07-31 00:00:00,79,2024-10-10 00:00:00,8
222,AXSENSEX,2023-03-29,2024-10-18,11.29,82.7,-4.78,14492,-0.55,5915,Buy,1,2024-09-30 00:00:00,18,2024-10-17 00:00:00,1
223,AYMSYNTEX,2015-08-14,2024-10-18,5.87,240.89,26.52,28478,7.93,16534,Buy,1,2024-10-04 00:00:00,14,2024-10-08 00:00:00,10
224,AZAD,2023-12-28,2024-10-18,6.02,1581.1,2.45,143874,4.07,101323,Buy,1,2024-10-08 00:00:00,10,2024-10-16 00:00:00,2
225,BAFNAPH,2012-11-12,2024-10-18,5.92,80.57,1.71,6968,0.09,3935,Sell,-1,2024-07-04 00:00:00,106,2024-10-17 00:00:00,1
226,BAGFILMS,2003-10-17,2024-10-18,5.4,11.26,2.05,1823423,-8.89,561975,Buy,1,2024-10-01 00:00:00,17,2024-10-17 00:00:00,1
227,BAIDFIN,2023-01-20,2024-10-18,6.31,15.99,-3.45,179870,2.25,188453,Sell,1,2024-07-18 00:00:00,92,2024-10-17 00:00:00,1
228,BAJAJCON,2010-08-18,2024-10-18,5.84,228.98,-12.55,327969,-1.89,353151,Buy,1,2024-09-02 00:00:00,46,2024-10-17 00:00:00,1
229,BAJAJELEC,2007-11-02,2024-10-18,5.93,860.1,-11.98,54384,-4.28,51176,Buy,-1,2024-10-11 00:00:00,7,2024-10-14 00:00:00,4
230,BAJAJFINSV,2002-08-12,2024-10-18,5.18,1819.9,-2.89,1825558,-3.07,981747,Buy,1,2024-08-23 00:00:00,56,2024-10-17 00:00:00,1
231,BAJAJHCARE,2021-11-25,2024-10-18,5.45,382.2,-3.89,181254,-0.48,57160,Buy,1,2024-06-21 00:00:00,119,2024-10-17 00:00:00,1
232,BAJAJHFL,2024-09-16,2024-10-18,2.5,139.33,-22.43,49989587,-8.27,23447937,Buy,1,2024-10-08 00:00:00,10,2024-10-17 00:00:00,1
233,BAJAJHIND,2002-07-01,2024-10-18,5.09,37.34,-4.73,21298377,-4.33,7792296,Sell,-1,2024-10-04 00:00:00,14,2024-10-14 00:00:00,4
234,BAJAJHLDNG,2002-08-12,2024-10-18,5.18,10240.4,-3.83,50149,-5.61,29313,Buy,-1,2023-11-16 00:00:00,337,2024-10-15 00:00:00,3
235,BAJEL,2023-12-19,2024-10-18,6.31,267.3,8.16,520151,-8.2,378265,Buy,-1,2024-09-27 00:00:00,21,2024-10-16 00:00:00,2
236,BAJFINANCE,2002-07-01,2024-10-18,5.13,6899.55,-8.37,1131111,-5.59,744900,Sell,1,2024-10-01 00:00:00,17,2024-10-17 00:00:00,1
237,BALAJEE,2024-09-12,2024-10-18,2.38,72.75,-18.15,684574,-5.3,250435,Sell,-1,2024-09-27 00:00:00,21,2024-10-11 00:00:00,7
238,BALAJITELE,2002-07-01,2024-10-18,5.08,60.67,-8.63,70825,-4.47,55632,Sell,-1,2024-07-09 00:00:00,101,2024-10-16 00:00:00,2
239,BALAMINES,2007-04-05,2024-10-18,5.85,2173.6,-7.08,68529,-2.25,26040,Buy,-1,2024-10-11 00:00:00,7,2024-10-15 00:00:00,3
240,BALAXI,2015-12-01,2024-10-18,5.74,95.42,-14.87,41255,-1.03,32305,Buy,-1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
241,BALKRISHNA,2015-07-28,2024-10-18,5.84,24.83,-5.36,268752,1.44,113185,Sell,-1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
242,BALKRISIND,2006-01-27,2024-10-18,5.83,2998.65,-2.59,261247,-2.1,161143,Buy,1,2024-10-07 00:00:00,11,2024-10-17 00:00:00,1
243,BALMLAWRIE,2002-07-01,2024-10-18,5.13,258.15,-10.97,330496,0.41,231892,Sell,1,2024-10-03 00:00:00,15,2024-10-17 00:00:00,1
244,BALPHARMA,2006-05-08,2024-10-18,5.78,130.16,-2.17,24295,-0.55,16622,Buy,-1,2024-08-21 00:00:00,58,2024-10-15 00:00:00,3
245,BALRAMCHIN,2002-07-01,2024-10-18,5.07,638.25,11.32,2917022,-2.04,1193674,Buy,-1,2024-09-26 00:00:00,22,2024-10-15 00:00:00,3
246,BALUFORGE,2024-04-29,2024-10-18,4.41,844.5,9.34,839992,7.95,658067,Buy,1,2024-06-19 00:00:00,121,2024-10-10 00:00:00,8
247,BANARBEADS,2011-12-29,2024-10-18,5.89,144.24,44.0,188639,33.24,550222,Buy,1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
248,BANARISUG,2002-07-01,2024-10-18,5.11,3760.85,14.35,5731,-3.25,2709,Buy,1,2024-09-20 00:00:00,28,2024-10-17 00:00:00,1
249,BANCOINDIA,2006-12-22,2024-10-18,5.9,710.6,4.42,180671,-1.17,90583,Buy,1,2024-09-30 00:00:00,18,2024-10-17 00:00:00,1
250,BANDHANBNK,2018-03-27,2024-10-18,5.84,191.96,-9.54,19874765,-7.26,50638311,Buy,1,2024-10-10 00:00:00,8,2024-10-17 00:00:00,1
251,BANG,2008-02-20,2024-10-18,5.97,54.58,-13.93,39605,4.11,45902,Buy,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
252,BANKA,2018-02-27,2024-10-18,5.86,131.42,9.5,33645,-0.1,84668,Buy,1,2024-10-09 00:00:00,9,2024-10-17 00:00:00,1
253,BANKBARODA,2002-07-01,2024-10-18,5.13,247.97,2.13,14673655,-0.44,8973074,Sell,1,2024-06-03 00:00:00,137,2024-10-17 00:00:00,1
254,BANKBETF,2024-01-19,2024-10-18,6.5,52.49,-1.27,42854,-0.66,14995,Sell,1,2024-06-05 00:00:00,135,2024-10-17 00:00:00,1
255,BANKETF,2023-07-26,2024-10-18,8.31,525.46,-1.69,65593,0.51,9271,Sell,1,2024-09-27 00:00:00,21,2024-10-17 00:00:00,1
256,BANKETFADD,2023-01-09,2024-10-18,10.32,52.84,-1.02,37415,-1.6,10134,Sell,1,2023-03-09 00:00:00,589,2024-10-17 00:00:00,1
257,BANKIETF,2019-07-15,2024-10-18,7.07,53.12,-1.67,1025658,0.77,379798,Sell,1,2023-12-19 00:00:00,304,2024-10-17 00:00:00,1
258,BANKINDIA,2002-07-01,2024-10-18,5.13,104.82,-6.4,4344019,-1.07,2559582,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
259,BANKNIFTY1,2024-03-12,2024-10-18,6.71,537.64,-1.62,91219,0.49,168878,Buy,1,2024-06-24 00:00:00,116,2024-10-17 00:00:00,1
260,BANKPSU,2024-10-08,2024-10-18,0.0,537.64,1.18,4417,-0.93,3017,Null,0,Null,0,Null,0
261,BANSALWIRE,2024-07-10,2024-10-18,4.71,424.75,-0.09,264081,0.16,132619,Buy,-1,2024-08-16 00:00:00,63,2024-10-17 00:00:00,1
262,BANSWRAS,2007-04-11,2024-10-18,5.83,140.31,-5.95,36099,-0.77,15164,Sell,1,2024-08-02 00:00:00,77,2024-10-17 00:00:00,1
263,BARBEQUE,2021-04-07,2024-10-18,5.51,631.15,1.0,119124,-6.12,142838,Sell,-1,2024-10-11 00:00:00,7,2024-10-14 00:00:00,4
264,BASF,2002-07-01,2024-10-18,5.13,8018.85,14.95,66820,-0.64,31343,Buy,-1,2024-09-26 00:00:00,22,2024-10-15 00:00:00,3
265,BASML,2005-11-14,2024-10-18,5.83,55.54,-14.02,154556,-4.29,81909,Buy,1,2024-07-24 00:00:00,86,2024-10-17 00:00:00,1
266,BATAINDIA,2002-07-01,2024-10-18,5.13,1464.95,0.63,290768,3.17,286820,Sell,1,2024-08-02 00:00:00,77,2024-10-16 00:00:00,2
267,BAYERCROP,2010-01-08,2024-10-18,5.76,6576.05,2.17,54747,-1.84,26360,Buy,-1,2024-09-30 00:00:00,18,2024-10-16 00:00:00,2
268,BBL,2006-11-21,2024-10-18,5.87,4810.8,0.21,23162,-2.25,19271,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
269,BBNPNBETF,2024-06-24,2024-10-18,4.12,52.0,-0.78,17179,-0.61,1525,Sell,1,2024-09-27 00:00:00,21,2024-10-17 00:00:00,1
270,BBNPPGOLD,2023-12-19,2024-10-18,8.29,76.4,3.97,4499,1.9,784,Sell,1,2024-06-07 00:00:00,133,2024-10-17 00:00:00,1
271,BBOX,2002-07-01,2024-10-18,5.09,502.5,-2.58,193535,1.54,163524,Buy,1,2024-05-17 00:00:00,154,2024-10-16 00:00:00,2
272,BBTC,2002-07-01,2024-10-18,5.11,2683.8,-1.99,178837,-0.27,90225,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
273,BBTCL,2018-10-31,2024-10-18,5.82,220.8,-3.63,4824,-5.75,6568,Buy,1,2023-04-05 00:00:00,562,2024-10-17 00:00:00,1
274,BCG,2015-05-08,2024-10-18,5.7,8.97,-2.07,1158099,-5.08,729131,Sell,-1,2024-10-04 00:00:00,14,2024-10-04 00:00:00,14
275,BCLIND,2021-03-04,2024-10-18,5.7,56.03,-13.76,4485789,-2.41,1072489,Buy,-1,2024-06-12 00:00:00,128,2024-10-11 00:00:00,7
276,BCONCEPTS,2018-01-12,2024-10-18,5.88,598.05,-13.49,16262,-3.08,13932,Buy,1,2024-08-22 00:00:00,57,2024-10-17 00:00:00,1
277,BCP,2022-11-10,2023-04-28,5.17,4.45,19.08,186933,10.7,200170,Buy,1,2023-02-17 00:00:00,70,2023-04-18 00:00:00,10
278,BDL,2018-03-23,2024-10-18,5.86,1129.85,-3.87,1021293,-6.83,572788,Sell,-1,2024-06-03 00:00:00,137,2024-10-15 00:00:00,3
279,BEARDSELL,2010-01-08,2024-10-18,5.76,46.05,8.24,504627,-4.36,144032,Buy,-1,2024-09-06 00:00:00,42,2024-10-16 00:00:00,2
280,BECTORFOOD,2020-12-24,2024-10-18,5.62,1846.35,-5.75,276965,-1.44,138949,Buy,-1,2024-04-23 00:00:00,178,2024-10-16 00:00:00,2
281,BEDMUTHA,2010-10-14,2024-10-18,5.87,235.31,11.32,49057,8.91,162577,Buy,-1,2023-12-29 00:00:00,294,2024-10-17 00:00:00,1
282,BEL,2002-07-01,2024-10-18,5.13,287.15,0.13,31715121,-0.89,11295610,Sell,1,2024-06-03 00:00:00,137,2024-10-17 00:00:00,1
283,BEML,2002-07-01,2024-10-18,5.13,4039.05,4.22,307009,4.58,742225,Sell,1,2024-09-18 00:00:00,30,2024-10-15 00:00:00,3
284,BEPL,2005-03-21,2024-10-18,5.77,154.38,-2.47,1721957,-3.07,1414820,Buy,1,2024-06-18 00:00:00,122,2024-10-17 00:00:00,1
285,BERGEPAINT,2002-07-01,2024-10-18,5.09,556.35,-10.2,1506301,-2.76,916646,Sell,-1,2024-10-01 00:00:00,17,2024-10-15 00:00:00,3
286,BESTAGRO,2022-11-10,2024-10-18,68.17,626.7,-0.58,151823,14.38,438364,Buy,1,2024-06-19 00:00:00,121,2024-10-16 00:00:00,2
287,BFINVEST,2011-01-14,2024-10-18,5.9,692.65,11.17,170452,2.33,143037,Buy,1,2024-09-20 00:00:00,28,2024-10-17 00:00:00,1
288,BFSI,2023-08-29,2024-10-18,7.05,24.54,-1.91,649593,0.21,205372,Sell,1,2024-09-30 00:00:00,18,2024-10-17 00:00:00,1
289,BFUTILITIE,2007-05-03,2024-10-18,5.8,1035.2,31.71,1031850,-5.07,530935,Buy,1,2024-09-20 00:00:00,28,2024-10-17 00:00:00,1
290,BGLOBAL,2011-07-28,2024-10-18,5.99,3.18,1.92,4390,2.91,1513,Buy,1,2024-10-11 00:00:00,7,2024-10-11 00:00:00,7
291,BGRENERGY,2008-01-03,2024-10-18,5.92,43.81,-10.76,167769,-10.42,102158,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
292,BHAGCHEM,2021-10-18,2024-10-18,5.53,361.8,-4.46,107107,2.96,67101,Buy,-1,2024-06-04 00:00:00,136,2024-10-16 00:00:00,2
293,BHAGERIA,2016-03-02,2024-10-18,5.82,213.09,-16.89,79626,-2.82,20565,Sell,-1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
294,BHAGYANGR,2002-07-02,2024-10-18,5.13,107.26,0.49,82819,5.17,134389,Buy,-1,2023-12-27 00:00:00,296,2024-10-17 00:00:00,1
295,BHANDARI,2017-01-30,2024-10-18,5.72,6.69,-2.88,1630919,-5.28,1327209,Sell,-1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
296,BHARATFORG,1996-01-01,2024-10-18,3.93,1474.75,-7.31,1070842,-1.68,818293,Buy,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
297,BHARATGEAR,2002-07-01,2024-10-18,5.13,102.8,-3.45,18708,-2.11,20402,Sell,-1,2024-10-11 00:00:00,7,2024-10-15 00:00:00,3
298,BHARATRAS,2002-07-01,2024-10-18,5.11,11345.5,-13.9,7275,-2.08,3264,Sell,-1,2024-09-19 00:00:00,29,2024-10-16 00:00:00,2
299,BHARATWIRE,2016-04-01,2024-10-18,5.73,248.95,-9.42,219883,-7.31,180751,Buy,-1,2024-08-16 00:00:00,63,2024-10-11 00:00:00,7
300,BHARTIARTL,2002-07-01,2024-10-18,5.13,1707.85,2.87,6736158,1.56,3503528,Buy,1,2024-07-25 00:00:00,85,2024-10-17 00:00:00,1
301,BHARTIHEXA,2024-04-12,2024-10-18,4.79,1506.6,8.93,551814,3.84,473288,Buy,1,2024-08-29 00:00:00,50,2024-10-17 00:00:00,1
302,BHEL,1996-01-01,2024-10-18,3.93,253.85,-4.81,15345199,-6.8,9636023,Sell,-1,2024-06-03 00:00:00,137,2024-10-15 00:00:00,3
303,BIGBLOC,2016-09-02,2024-10-18,5.74,133.1,3.67,346190,10.99,1198025,Buy,-1,2024-07-04 00:00:00,106,2024-10-15 00:00:00,3
304,BIKAJI,2022-11-16,2024-10-18,5.69,910.65,0.83,815470,7.14,532590,Buy,1,2024-03-06 00:00:00,226,2024-10-17 00:00:00,1
305,BIL,2002-07-01,2024-10-18,5.11,743.55,22.62,14938,7.99,18527,Sell,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
306,BILENERGY,2011-02-15,2024-10-18,5.91,0.6,0.0,0,0.0,0,Buy,-1,2024-10-17 00:00:00,1,2021-07-23 00:00:00,1183
307,BINANIIND,2002-08-12,2024-10-18,5.1,16.8,-19.01,52171,-1.28,15241,Sell,-1,2024-09-19 00:00:00,29,2024-10-17 00:00:00,1
308,BIOCON,2004-04-07,2024-10-18,5.58,339.95,-8.27,3577639,-2.41,1629967,Buy,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
309,BIOFILCHEM,2017-07-27,2024-10-18,5.77,70.74,-14.18,176323,-5.29,58510,Buy,-1,2024-06-19 00:00:00,121,2024-10-15 00:00:00,3
310,BIRLACABLE,2002-07-01,2024-10-18,5.13,236.3,-10.96,39320,-4.01,36607,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
311,BIRLACORPN,2002-07-01,2024-10-18,5.13,1225.9,-8.07,137781,-0.78,100563,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
312,BIRLAMONEY,2008-02-07,2024-10-18,5.96,177.44,18.17,74800,21.01,171819,Buy,1,2023-12-29 00:00:00,294,2024-10-07 00:00:00,11
313,BIRLATYRE,2020-02-10,2024-08-06,5.66,5.3,0.0,0,0.0,0,Sell,-1,2023-10-13 00:00:00,298,2023-10-13 00:00:00,298
314,BKMINDST,2015-03-30,2024-10-18,5.81,1.66,5.73,12819,1.84,14814,Buy,1,2024-10-11 00:00:00,7,2024-10-11 00:00:00,7
315,BLAL,2023-04-19,2024-10-18,5.67,245.4,-6.36,166993,-0.03,84295,Buy,1,2024-06-10 00:00:00,130,2024-10-17 00:00:00,1
316,BLBLIMITED,2002-08-12,2024-10-18,5.16,21.11,7.84,74606,12.52,237722,Buy,-1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
317,BLISSGVS,2010-07-26,2024-10-18,5.81,138.86,3.75,1173433,5.24,793018,Buy,1,2024-07-03 00:00:00,107,2024-10-15 00:00:00,3
318,BLKASHYAP,2006-03-17,2024-10-18,5.82,85.9,-16.75,761646,-4.02,315383,Buy,-1,2024-05-31 00:00:00,140,2024-10-15 00:00:00,3
319,BLS,2016-06-15,2024-10-18,5.73,378.35,-7.8,2736590,3.73,3257423,Buy,-1,2024-08-05 00:00:00,74,2024-10-16 00:00:00,2
320,BLSE,2024-02-06,2024-10-18,5.64,214.94,-14.04,524952,-3.47,393946,Buy,-1,2024-10-11 00:00:00,7,2024-10-11 00:00:00,7
321,BLUECHIP,2002-07-01,2024-10-18,5.12,7.07,23.12,110284,9.95,40458,Sell,1,2024-10-07 00:00:00,11,2024-10-08 00:00:00,10
322,BLUECOAST,2000-02-16,2024-10-18,4.6,10.51,-0.1,53,0.0,0,Buy,-1,2024-09-06 00:00:00,42,2024-10-04 00:00:00,14
323,BLUEDART,2002-07-01,2024-10-18,5.13,8444.9,-4.76,62797,-1.69,24069,Buy,1,2024-09-30 00:00:00,18,2024-10-17 00:00:00,1
324,BLUEJET,2023-11-01,2024-10-18,6.32,516.7,-2.3,110807,0.12,98077,Buy,1,2024-09-05 00:00:00,43,2024-10-17 00:00:00,1
325,BLUESTARCO,2002-07-01,2024-10-18,5.13,2022.4,6.88,573421,-0.93,329317,Sell,1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
326,BODALCHEM,2011-08-22,2024-10-18,5.98,82.37,-1.44,777293,-2.37,900811,Buy,1,2024-07-25 00:00:00,85,2024-10-17 00:00:00,1
327,BOHRAIND,2017-07-24,2024-10-18,5.77,16.54,20.55,22411,4.95,6028,Buy,1,2024-09-20 00:00:00,28,2024-09-20 00:00:00,28
328,BOMDYEING,1996-01-01,2024-10-18,3.93,249.63,16.44,3598476,10.04,6308932,Sell,1,2024-10-04 00:00:00,14,2024-10-15 00:00:00,3
329,BOROLTD,2020-07-22,2024-10-18,5.33,444.0,6.28,203114,1.2,512654,Buy,1,2024-07-02 00:00:00,108,2024-10-17 00:00:00,1
330,BORORENEW,2018-05-25,2024-10-18,5.82,458.2,-9.92,259689,-2.98,180616,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
